January 22, 2021||Kanpur||300 Odisha farmers on way to Delhi stopped near Kanpur||KANPUR: The Kanpur district police stopped over 300 Odisha farmers in Maharajpur on Kanpur-Fatehpur border on Wednesday night. The farmers were on way to Delhi to express solidarity with the protesting farmers, who have planned to take out a tractor rally on the Delhi border on Republic Day. UP in charge of Nav Nirman Kisan Sanghatan Himanshu Tiwari claimed that the farmers travelling in half-a-dozen buses were detained in Ruma area. However, the district administration denied the charge. Tiwari claimed, “police have detained nearly 300 farmers, who, under the leadership of national convener Nav Nirman Kisan Sanghatan Akshay Kumar, were heading towards Delhi to express solidarity with the protesting farmers, who have planned a mega tractor rally there on Republic Day, in six buses from Odisha. They had left Odisha on January 15.” “As soon as the farmers entered the UP border, police stopped them. We urge all citizens, farmers and political leaders to support the farmers,” said Tiwari adding, “The government can’t stop us from reaching Delhi to raise our voice against these laws.” ADM (City) Atul Kumar said, “Following local intelligence inputs, police force had been deployed at vulnerable points on the outskirts of the district in order to maintain peace in the area. They were stopped from entering the district as Section 144 CrPC is in force.” He, however, rubbished allegations regarding detention and harassment of farmers.||http://timesofindia.indiatimes.com//city/kanpur/300-odisha-farmers-on-way-to-delhi-stopped-near-kanpur/articleshow/80393136.cms||Faiz Rahman Siddiqui
January 22, 2021||Mumbai||Let tourists see Rajabai Tower, minister urged||MUMBAI: Senate members from Mumbai University met tourism minister Aditya Thackeray with a proposal to make Rajabai Tower and the university's convocation hall a tourist attraction. Pradeep Sawant, a senate member, told TOI that there are many tourists who visit the campus, hoping to see the tower, the library and convocation hall, but are turned away from the gate. “We have, therefore, requested the minister to make it a tourist attraction,” he said. Another member said the university can generate some revenue from the same.||http://timesofindia.indiatimes.com//city/mumbai/let-tourists-see-rajabai-tower-minister-urged/articleshow/80372255.cms||---
January 22, 2021||Jaipur||Kair timber worth Rs 5 lakh seized in Chittor, 2 arrested||Udaipur: Chittorgarh police met a huge success on Thursday in seizing 82 quintal 70 kilogram of smuggled kair timber stocked in a field which was meant for illegal transportation. The smugglers had stocked the wood which was meant for supply to gutkha and pan masala making factories in Haryana, Delhi and Uttar Pradesh. Police arrested Lakshman and Abu Shahid Khan and a case under section 379 of IPC and sections of the Forest Act has been registered. tnn||http://timesofindia.indiatimes.com//city/jaipur/kair-timber-worth-rs-5-lakh-seized-in-chittor-2-arrested/articleshow/80393543.cms||---
January 22, 2021||Agra||Kasganj farmer’s son, 10, abducted, killed over land row, 3 arrested||Agra: A property dispute cost a 10-year-old boy his life in Uttar Pradesh’s Kasganj district. The son of a farmer was allegedly kidnapped on Monday morning and later, killed. The following day, the kidnappers demanded Rs 40 lakh as ransom from the boy’s family. Three people were arrested on Thursday morning after an encounter, police said. On Wednesday night, the boy’s body was found in a field barely 200 metres from his village, Pithanpur, under Sidhpura police station, Kasganj district. He had been strangled. According to police, three local villagers -- Ajay Kumar, Amarpal and Raj Bahadur – were arrested following an early morning encounter. One of the accused was hit by a bullet in the leg. An illegal weapon, two cartridges and a motorcycle without a number plate were seized from them. Giving details, Aditya Verma, assistant superintendent of police, said one of the accused, Ajay Kumar, tried to evade arrest and suffered a gunshot injury in the leg. He has been admitted to hospital. During interrogation, they said the boy’s family had a property dispute with their neighbour, Raj Bahadur. The latter allegedly gave money to the other two for killing the boy, the ASP said. They had lured the boy to a field and strangled him there. They hid the body under a heap of foodgrain. To mislead police, they made a ransom call, the ASP said.||http://timesofindia.indiatimes.com//city/agra/kasganj-farmers-son-10-abducted-killed-over-land-row-3-arrested/articleshow/80391265.cms||Deepak Lavania
January 22, 2021||Hyderabad||ACB sleuths nab VRO for taking Rs 2 lakh bribe||Hyderabad: ACB sleuths nabbed VRO of Dwarakapet village at a hotel in Habsiguda on Thursday when he took Rs 2 lakh bribe from a complainant.||http://timesofindia.indiatimes.com//city/hyderabad/acb-sleuths-nab-vro-for-taking-rs-2-lakh-bribe/articleshow/80393539.cms||टाइम्स न्यूज़ नेटवर्क
January 22, 2021||Kolkata||Netaji book: BJP MP bats for TMC demand||Kolkata: BJP’s Rajya Sabha MP Swapan Dasgupta on Thursday backed his Rajya Sabha colleague and Trinamool Congress MP Sukhendu Sekhar Roy’s appeal to Prime Minister Narendra Modi urging him to publish the book compiled by the defence ministry on the military operations by Netaji Subhas Chandra Bose and his Indian National Army (INA). The draft volume of the book — INA in Military Operation — is lying with the defence ministry since 1949. Dasgupta wrote on Twitter, “I fully endorse the demand by Sukhendu Sekhar Roy for the release of the defence ministry report. In 1999, I made inquiries and was told by a PMO official that Jawaharlal Nehru suppressed it because he felt the govt version would not be believed. Time to get the real story out.” “The book compiled by the history division of the defence ministry hasn’t seen the light of the day. It could be a fitting tribute to Netaji and the 26,000 soldiers of INA who laid down their lives for the country’s Independence,” Ray said.||http://timesofindia.indiatimes.com//city/kolkata/netaji-book-bjp-mp-bats-for-tmc-demand/articleshow/80393545.cms||---
January 22, 2021||Agra||Aligarh: Locals complain of harassment after youth ‘elopes’ with interfaith girl||AGRA: Residents of Ghasipur village in Aligarh on Wednesday staged a protest outside the SSP office and accused the police of harassing them in connection with the alleged elopement of a local girl with a youth from the minority community two weeks ago. Talking to media persons, a local resident Muqeem said that three persons were picked up by the police and everyone from the community is being harassed, unnecessarily. He said, “Instead of questioning the man’s family, the police have been targeting locals.” Another resident Shabnam said, “Police forcefully entered our house at night and started abusing us. They accused us of helping the couple elope." Madrak police had registered an FIR under sections 363 and 366 of IPC on January 4 on a complaint filed by the girl’s family. The youth is a resident of Ghasipur and the girl hails from Madrak. SP (rural) Shubham Patel said that he has marked an inquiry into the matter after local residents complained about harassment. He, however, said it is normal for police to detain and question people. "If anyone is found guilty, action will be taken accordingly," he added.||http://timesofindia.indiatimes.com//city/agra/locals-complain-of-harassment-after-youth-elopes-with-interfaith-girl/articleshow/80391281.cms||---
January 22, 2021||Nagpur||2 die after consuming spurious liquor in ‘dry’ Gadchiroli||Nagpur: Two persons died and eight others fell critically ill after consuming spurious liquor at a village in Chamorshi taluka of Gadchiroli district, police said on Thursday. State government has banned sale and consumption of liquor in the district. This leads to production andconsumption of spurious liquor, which endangers the life of addicts, say experts. The incident took place at Laxmanpur on Wednesday, when a group of men consumed alcohol at an illicit liquor den and fell unconscious soon after, an official said. The men were admitted to a hospital. Two of them died during treatment. Eight others are in a critical condition at a rural hospital in Ashti, the official said. The deceased have been identified as Prakash Gaurkar (53) and Ramesh Dhoomne (52), both residents of Laxmanpur At least six persons have been detained by Ashti police so far. PTI||http://timesofindia.indiatimes.com//city/nagpur/2-die-after-consuming-spurious-liquor-in-dry-gadchiroli/articleshow/80393586.cms||---
January 22, 2021||Hyderabad||Man stabs wife to death||Hyderabad: Suspecting that his wife was in an illicit relationship, a kerosene dealer stabbed her to death in their house in Anjaiah Nagar of Gachibowli on Wednesday night. Police arrested the accused. The victim, Farhana Qureshi (28), a native of Islampura Colony, Kinwath village in Maharashtra married Md Mohsin Khan (31) of Bidar in Karnataka five months ago. Before marrying Mohsin, Farhana married twice and had three children. Recently, Mohsin started arguing with Farhana about her frequent visits to Karnataka to meet friends. “During an argument on Wednesday night, Mohsin stabbed Farhana in the stomach and throat, killing her on the spot,” Raidurgam inspector Ravinder said. Police arrested Mohsin under section 302 of the IPC and he confessed to having committed the crime. He will be produced before the court for judicial remand on Friday.||http://timesofindia.indiatimes.com//city/hyderabad/man-stabs-wife-to-death/articleshow/80393555.cms||---
January 22, 2021||Nagpur||NMC’s on-spot ‘tweak’ gets overwhelming response||Nagpur: By 1pm on Thursday, those manning Nagpur Municipal Corporation’s Covid inoculation centre, being operated from the first floor of Pachpaoli Women’s Hospital, were expecting it would be just another day with not more than one beneficiary at a time to deal with. Since morning, 34 beneficiaries had walked in to take the Covishield jab, spent 30 minutes under observation and left without having to wait at any level.A little after noon, the centre had a long queue of Asha workers, private doctors, nurses and non-clinical staff from hospitals lined up till its ground floor. For the next one hour, it took the medical team to streamline the rush, seen for the first time during Covid vaccination at any of the five centres in city. At 5pm, Pachpaoli topped the day’s vaccination chart with 102 taking the jab, though it had a curtailed list of 76 beneficiaries due to technical issues.Additional municipal commissioner Ram Joshi said we were experimenting with the idea of adding registered private health care workers too through on-spot registration in the day's list of beneficiaries. A day before, spot registration was started to prevent vaccine dose wastage by letting all registered beneficiaries choose a suitable time instead of going by the serial order. Some private doctors reached on their own after reading about the move.Joshi said Asha workers too were motivated to come forward and take the jab.The NMC’s move came on a day when all seven rural Covid inoculation centres were shut to facilitate other regular immunization drives. The Covid drive is being held on alternate days in rural centres. Amravati division too took a break on Thursday. Officials at Pachpaoli centre said they could finalize list of only 76 beneficiaries because of some glitches on the portal. Daga Hospital too was part of the trial, but all private health workers received SMS asking them to report at Pachpaoli centre only. As the private health workers received the message alerts about their vaccination appointment at 1pm, they immediately rushed to the Pachpaoli centre. Indian Medical Association (IMA) president Dr Archana Kothari too was allotted this centre. Dr Kothari said after reading about daily dose wastage, she had contacted NMC medical team and requested if registered private health workers, who did Covid duties, can be accommodated in the on-spot method. “I provided an initial list and we got the calls immediately,” she said. Doctors and nurses from Nirmaya Clinic too reached the centre. The clueless front-line workers were worried as the list didn’t carry their names and later those were added manually. The unexpected rush led to some troubles for some doctors whose surgeries and consultations got held-up. A cardiologist from Lata Mangeshkar Hospital said he would have to rush back for an angioplasty at 3pm. “I assumed it would taken 30 to 40 minutes in all,” he said. However, all the beneficiaries reaching after 2pm had to wait for a longer duration and the immunization slowed down.Joshi said on-spot registration will be allowed for in-house staff of AIIMS, IGGMCH and GMCH as their numbers are pretty high. The civic body plans to restrict inoculation of private health care workers to its hospital and Daga Hospital.Considering the difficulties in locating Pachpaoli centre, the NMC is now planning to shift the inoculation centre to its Isolation Hospital in Imambada. The civic chief will take a call on this in a couple of days. Among rest of the four centres, AIIMS achieved 100% target, IGGMCH vaccinated 75 out of 100, Daga just 40 and GMCH mere 21. Nagpur city met 71% of the target with 338 taking the jab against the day’s target of 476. This took Vidarbha’s vaccination tally to 11,906. Nagpur City Centre -------------- Target ------------- V ---------------- %Pachpaoli* ------------ 76---------------- 102 -------------131 AIIMS ------------------100 ------------- 100 --------------- 100Daga ------------------100 ------------- 40 --------------- 40IGGMCH ------------ 100 ------------- 75 ---------------75GMCH ------------------100 ------------- 21 ------------- 21Total ------------------- 476---------------- 338------- 71(*Technical errors restricted target list. On-spot allowed Pachpaoli centre achieve higher %)Wastage of dosesCentre -------------- Used------------- W Pachpaoli ------------ 110---------------- 8 AIIMS ------------------110 ------------- 9 Daga ------------------40 ------------- 0 IGGMCH ------------ 80 ------------- 5GMCH ------------------30 ------------- 9 Total ------------------ 370 ------------- 31What HappenedNMC decides to add private health care workers in day’s beneficiaries through on-spot registrationFirst lot of private health care workers, who did Covid duties and had been enrolled by civic body, received SMS at 1pmIn the morning, NMC had also circulated awareness videos for Asha workersAsha workers reported after their work at 1.30pmThis clashed with arrival of private health care workers It was decided to send some private health care workers to Daga Hospital centreBut all landed up at Pachpaoli centre leading to chaos for some time||http://timesofindia.indiatimes.com//city/nagpur/nmcs-on-spot-tweak-gets-overwhelming-response/articleshow/80392387.cms||Sarfaraz Ahmed
January 22, 2021||Chennai||Centre to Madras HC: Medical quota for govt students will affect merit||CHENNAI: Setting the stage for a fresh round of political slugfest, the BJP government at the Centre has opposed exclusive reservation for government school students in MBBS/BDS admissions under NEET. It will not “be desirable,” said the Union home ministry when a related case came up before the Madras high court for hearing. “Any artificial, horizontal reservation is likely to create abnormal incentives/disincentives affecting pre-medical education…” it said. Noting that NEET provided uniform national standards on the principle of one nation one merit list, the Centre said the proposal of the Puducherry administration to provide quota in medical courses for government school students diluted the merit principle. Such demands would undo merit-based admission reform, the Centre said. The Centre filed the counter in response to a plea moved by a student seeking a direction to the Union government to approve 10% horizontal reservation for students from government schools in Puducherry for admissions to medical courses. Counsel for petitioner senior advocate P Wilson, who took strong exception to it, said the central government was belittling the 7.5% reservation policy adopted by Tamil Nadu. The Centre, denying that it was sitting on the reference from the union territory, said the 7.5% reservation provided for government school students to medical admission in Tamil Nadu had been provided through state legislation and that no reference had been made to the Centre for information/concurrence in the matter. Asserting that such reservation may lead to similar or other demands from other states, it said After the Puducherry cabinet approved the exclusive reservation and forwarded the same to lieutenant-governor Kiran Bedi, she referred the matter to the central government on the ground that she differed with the view of the elected Puducherry government. Claiming that the Centre is sitting on the reference made on November 6, 2020 without taking a decision, the present plea was for a direction to the Centre to approve the reservation. When the plea came up for hearing before Justice B Pugalendhi on Thursday, a limited reply was filed by the Centre through Ravi Ranjan, deputy commandant, union ministry of home affairs. Denying that the reference is kept pending indefinitely, the reply said this ministry had acted promptly on the reference made by the LG and the CM of Puducherry and had sought inter-ministerial consultations for taking an informed decision. “It is pertinent to mention here that the ministry of health vide an office memorandum dated December 10, 2020 while disagreeing with the proposal for granting horizontal reservation to students from government schools in the state quota seats in admission to medical courses conveyed that medical education is under concurrent list,” the reply said. Since the Centre sought further time to take a decision on the reference made, the judge adjourned the hearing to February 25.||http://timesofindia.indiatimes.com//city/chennai/centre-to-hc-med-quota-for-govt-students-will-affect-merit/articleshow/80394701.cms||Suresh Kumar
January 22, 2021||Goa||Goa: 1,400 to get Covid vaccine shot in two days||PANAJI: Goa’s second round of Covid vaccination will be conducted on Friday and Saturday at 14 centres. On each day, vaccination will take place at seven centres covering 700 beneficiaries. On Friday, it will be carried out at Goa Medical College (GMC), North Goa district hospital at Mapusa and urban health centre also at Mapusa, community health centres at Pernem and Valpoi, Vision Hospital at Mapusa and Victor Hospital in Margao. Each of the centres will vaccinate 100 beneficiaries. Saturday will see the drive being undertaken at Hospicio along with urban health centre at Margao, ESI Hospital, Grace Hospital in Margao, sub-district hospital at Ponda along with the primary health centre, community health centres at Curchorem and Canacona, sub-district hospital at Chicalim along urban health centre at Vasco, a directorate of health services official said. He said that beneficiary lists have been shared with all the centres with instructions that they will be able to have substitute candidates only against the beneficiaries listed for immunisation during the day and who fail to show up at the session sites. “Again, the centre will be able to inoculate substitute candidates between 3pm and 5pm and not after that. Also, the substitute candidates ought to be registered on the portal. The centres must try to vaccinate 100 candidates by 5pm,” the officer said. On the first day of the launch, most centres were unable to achieve 100% target as many beneficiaries on the list did not turn up for vaccination. This is being attributed to a delay in sharing the beneficiary list with the centres as health authorities were unable to access the Co-Win portal. The centres received the beneficiary list only late on Friday evening and were left with little time to contact the beneficiaries. The centres were allowed to bring in substitute beneficiaries, but the intimation of the same was given to them at 5pm on Saturday at the time when they were to conclude their programme. On the launch of the vaccination drive on Saturday, he said, a total of 470 candidates were vaccinated. “The names of 435 who received their first dose have been uploaded on the portal and 35 names are pending uploading,” he said. They are scheduled to receive their second dose on February 13.||http://timesofindia.indiatimes.com//city/goa/1400-in-state-to-get-vaccine-shot-in-two-days/articleshow/80394702.cms||---
January 22, 2021||Nagpur||Relief for farmers as tur rates touch MSP in open market||Nagpur: Finally, rates of tur, one of the major crops grown by the region’s farmers, have touched the minimum support price (MSP) in the open market. For last two years, the rates during harvests had fallen below the MSP level. The tur crop now being harvested is fetching a price of up to Rs6,000 a quintal, which is equivalent to its MSP for the current season. But there is uncertainty over how long the prices will remain at this level. The rates are just at the MSP, and a slightest decline can bring it below. Farmers have already begun registering for government procurement. The rates were at a comfortable margin above the MSP before harvest, at Rs6,500. A couple of months ago it had crossed Rs7,500 a quintal. The rates have only come down as harvest has begun, finally settling at MSP. After major losses in soyabean coupled with low rates, even cotton prices were below the MSP of Rs5,800. Farmers say they have written off the soyabean crop and are depending on procurement at MSP by Cotton Corporation of India (CCI). Better rates for tur will only bring a small relief, they said. A lower output has increased the prices, said sources. The decline is not much but enough to have it impact on rates. Against an average of yield of 9 to 10 quintals in an acre, the output has reduced too around 7 to 8 quintals this year, said farmers. Sudhir Kothari from the Agriculture Produce Marketing Committee (APMC) at Hinganghat said at present the crop has moisture due to which the rates may be low. Once the dry lot arrives the markets price may improve. The rates slipped from the Rs7,500 a quintal level because the government began offloading the stock, which was purchased during earlier MSP procurement drives, in the open market. Vijay Jawandhia, a former Shetkari Sanghatana activist, said soon after the rates touched a high the government allowed import licences valid till December 31. This brought down the prices in local markets. Jawandhia said unless government procurement begins the rates may not stay at this level. On the other hand, farmers say they don’t have much to complain. The produce is down but they can manage at the current prices though the losses in other crops are much more.||http://timesofindia.indiatimes.com//city/nagpur/relief-for-farmers-as-tur-rates-touch-msp-in-open-market/articleshow/80393611.cms||Shishir Arya
January 22, 2021||Hyderabad||Station masters go on hunger strike||Hyderabad: Nearly 30 railway station masters, affiliated to the All India Station Masters’ Association, went on a hunger strike in front of Rail Nilayam in Secunderabad on Thursday. Pressing for a charter of demands, including promotional opportunities, the protesting employees said that the night duty allowance that was being given to all Station Masters (SM) has been stopped in the last few months. Seniors are now losing around Rs 200 to Rs 250 night duty allowance.||http://timesofindia.indiatimes.com//city/hyderabad/station-masters-go-on-hunger-strike/articleshow/80393598.cms||टाइम्स न्यूज़ नेटवर्क
January 22, 2021||Kolkata||National Lib modifies timings||Kolkata: National Library will remain shut to readers for half of Friday and the whole of Saturday due to Prime Minister Narendra Modi’s visit on Saturday. The initial order barring any kind of movement by readers on the campus for two days, and asking those residing in the staff quarters not to enter or exit from 11am on Saturday, was changed after a reader, Saibal Chakravorty, wrote to the authorities to allow readers into the library on Friday. K K Kochukoshy, OSD, then issued a revised order saying that the offices and the central hall would remain open till 3.30pm on Friday. He said, “In the pandemic, the library is closed during the weekends. So, there won’t be any impact on readers if the premises remain out of bound to them that day, in view of the PM’s security.” Former bureaucrat Jawhar Sircar, who was in charge of National Library when he was Union culture secretary, said, “Bhasha Bhavan and Belvedere House can easily be segregated on the issue of PM’s security. The library is supposed to be a sacrosanct service that is kept open even on holidays.”||http://timesofindia.indiatimes.com//city/kolkata/national-lib-modifies-timings/articleshow/80393595.cms||Ajanta Chakraborty
January 22, 2021||Kolkata||After 6°C rise, mercury plunges by 4°C in 24 hrs||Kolkata: The mercury nosedived four degrees on Thursday to 15°C on a chilly Thursday, a day after it had slid up six degrees. The temperature fluctuation could continue with the Met office predicting that the mercury could drop further to 14°C on Friday. Kolkata recorded a maximum temperature of 27.2°C on Thursday. “It will continue to remain chilly as the northwesterly that had lost momentum has revived. It is again carrying in chill from the northwestern part of the country. The cloud cover that had formed on Wednesday receded, allowing the mercury to drop. It should remain cool and pleasant till the weekend,” said Regional Meteorological Centre (RMC) director GK Das. While Kolkata had recorded a minimum temperature of 13.8°C on Tuesday, it spiralled to 19.2°C on Wednesday, five notches above normal. Along with a cloud cover that occasionally blocked out the sun on Wednesday, a layer of smog hung low over some parts of the city. The cloud cover cleared up on Thursday and the mercury plunged sharply, said the Met office. A confluence of warm, moisture-laden easterly winds and cool, dry westerly winds led to the mercury jump, according to Regional Meteorological Centre (RMC) director GK Das. “Moist, easterly winds from the sea pulled the temperature up and led to a cloud cover. Cool westerly winds, however, continued to flow into Kolkata,” said Das. The mercury may start crawling up early next week, said the RMC.||http://timesofindia.indiatimes.com//city/kolkata/after-6c-rise-mercury-plunges-by-4c-in-24-hrs/articleshow/80393612.cms||---
January 22, 2021||Hyderabad||20 civic work proposals approved in GHMC standing committee meeting||Hyderabad: GHMC standing committee on Thursday approved 20 proposals pertaining to civic works. Proposal to set up 700 traffic umbrellas in city was also approved by the committee. Eight works in the city have been taken up by companies as part of CSR. TNN||http://timesofindia.indiatimes.com//city/hyderabad/20-civic-work-proposals-approved-in-ghmc-standing-committee-meeting/articleshow/80393603.cms||टाइम्स न्यूज़ नेटवर्क
January 22, 2021||Hyderabad||Police launch DiLSeY for cybersecurity awareness||Hyderabad: Cyberabad police in collaboration with Society for Cyberabad Security Council (SCSC) launched the Digital Literacy to Secure Youth (DiLSeY) initiative to create awareness on cybersecurity among students and curb cyber crimes. As part of the initiative 100 volunteers, mostly from IT sector, will be trained in the first batch starting from February 6 and after the training they will conduct awareness programmes at colleges, schools and other places. Those who are interested in becoming a DiLSey volunteer may write to SCSC on email ID crm@scsc.in or dial: 9177283831. TNN||http://timesofindia.indiatimes.com//city/hyderabad/police-launch-dilsey-for-cybersecurity-awareness/articleshow/80393606.cms||---
January 22, 2021||Rajkot||Farmers seek subsidy to encourage dragon fruit cultivation||RAJKOT: After the state government decided to rename the dragon fruit grown in Kutch as ‘kamalam,’ the farmers have now requested for subsidy from the horticulture department to encourage more cultivation of this exotic variety. Vishal Gada, one of the pioneers of dragon fruit cultivation in Kutch said, “We are told that subsidy is not given for a foreign fruit and these don’t fall in the list of subsidy. “The cost of cultivation of dragon fruit in one acre is Rs five lakh which majority farmers can’t afford.” Farmers say all native fruits are eligible for one-time subsidy for plants, fencing, irrigation facility and others. Sagar Thakkar, another farmer said, “There is a huge capital investment is required to grow this crop. We appreciate the government remaning it as kamalam but we should get subsidy like all the other native fruits.” The Bhuj Chamber of Commerce and Industry has also represented the central government requesting subsidy for dragon fruit.||http://timesofindia.indiatimes.com//city/rajkot/farmers-seek-subsidy-to-encourage-dragon-fruit-cultivation/articleshow/80392409.cms||---
January 22, 2021||India||CRPF mulls inducting its women warriors into anti-Naxal commando force||NEW DELHI: CRPF is “favourably considering” inducting its women warriors in the force’s elite CoBRA ‘commando’ battalions that specialise in anti-Maoist operations. The force, as part of its mantra ‘We don’t leave our men behind: Neither in battle, Nor in life”, is also working with the private sector to provide corporate jobs to the next of kin of its martyrs, besides training personnel who have suffered grievous injury or loss of limbs in the line of duty, to be cyber warriors. Sharing these initiatives with mediapersons here on Thursday, CRPF DG A P Maheshwari underlined the CRPF’s success in various theatres like J&K and left-wing extremism-hit areas in the past year. He said 215 terrorists were neutralised in J&K in a total of 254 engagements/encounters in 2020, while 251 terrorists were apprehended and 360 arms and 41 IEDs recovered. Among those killed were Hizbul Mujahideen top commander Riyaz Naikoo, who carried a Rs 12 lakh reward on his head and had been eluding security forces for long, and, more recently, three heavily-armed Jaish terrorists in Nagrota. In the counter-Naxal grid, CRPF killed 32 Maoists in the last one year with major successes in Jharkhand including the killing of Jidan Guriya, a Maoist carrying Rs 15 lakh reward, in Khunti. Maheshwari said CRPF has established 18 forward operating bases in interior regions of Jharkhand, Chhattisgarh and Odisha, and several more such bases were under consideration. Maheshwari said women warriors of the forces, currently deployed in most difficult theatres such as J&K and LWE areas and also doing well in Bastariya battalion deployed in ‘core’ areas of Chhattisgarh, had requested induction into CoBRA, which was being favourably considered. Importantly, the CRPF, always keen to look after its personnel and their families, has taken three important initiatives. Firstly, it has set up a National Centre for Divyang Empowerment for skilling and reskilling internal security warriors who are grievously injured with loss of limbs. The force is skilling divyang warriors in para-sports and re-skilling them in information technology to turn them into cyber warriors. Secondly, CRPF has got 54 next of kin and wards of its martyrs appointed across nine private sector companies including Wipro, Toyota and Dream Studio based in Andhra Pradesh and Telangana. Thirdly, thanks to CRPF’s intervention, Bharat ke Veer trust is providing Rs 10 lakh financial support to the parents of married warriors who have attained martyrdom on or after May 1, 2020. Also, Rs 10 lakh is being paid from Bharat ke Veer corpus to central forces personnel who are boarded out from service on account of injury or disability suffered in action. Among other interesting initiatives, Maheshwari told newspersons that three Indian dog breeds – Mudhol Hound, Mongrel and Kombai – had been inducted into the CRPF canine squad, as suggested by Prime Minister Narendra Modi recently in his programme ‘Mann ki Baat’.||http://timesofindia.indiatimes.com//india/crpf-mulls-inducting-its-women-warriors-into-anti-naxal-commando-force/articleshow/80396868.cms||Bharti Jain
January 22, 2021||Hyderabad||Fire at jewellery unit injures 13||Hyderabad: A fire that occurred due to a cylinder blast on Wednesday injured 13 people, out of which 10 received severe injuries. “Though the 10 people who received severe burn injuries are out of danger, no causalities have been reported in the fire accident,” said an official from Osmania General Hospital (OGH). All the 13 workers hail from West Bengal. The accident occurred in a jewellery melting unit located in Chowk Maidan, falling under Greater Hyderabad Municipal Corporation (GHMC) Charminar zone. The fire occurred due to a cylinder blast in the second floor of a four-storey building. Soon after the blast, the locals alerted the police. One fire tender, 10 staffers and an ambulance was pressed into service to douse the fire.“We are investigatng the reason for the cylinder blast. We were able to douse the fire within 20 minutes,” said V Papaiah, regional fire officer - central region. Following the blast, the building was filled with smoke and other people in the building rushed out to safer places. Mohammed Shafiullah, a resident staying near the building, said that they heard a loud noise around 11:30 pm and saw smoke emanating from the building.“There was a loud noise. By the time I rushed out, I saw people running out of the building, accompanied by police,” he said. Verification revealed the building is located in a congested area with hardly any safety measures.||http://timesofindia.indiatimes.com//city/hyderabad/fire-at-jewellery-unit-injures-13/articleshow/80393669.cms||टाइम्स न्यूज़ नेटवर्क
January 22, 2021||Mumbai||Woman who accused Maharashtra minister Dhananjay Munde of rape backtracks||MUMBAI: A woman who had accused NCP leader and social justice minister Dhananjay Munde of rape has withdrawn her complaint, lodged on January 10. A senior IPS officer confirmed to TOI that while she has withdrawn her complaint, the investigating officer has asked her to submit her statement on affidavit and that it should be notarized. “She has made a statement before the investigating officer who has told her to say it on affidavit and get it notarized so that she will not be able to deny it at a later stage,’’ he said. In her statement to the investigating officer, she submitted that for a long time, relations between her elder sister and Munde were not cordial, due to which she was under mental pressure. Munde had admitted to a consensual relationship with the woman’s sister and to having two children outside marriage from her. After the news appeared in a section of the media, she found that rival political parties were making use of her complaint to settle political scores. “I am withdrawing my complaint against Dhananjay Munde. I have no complaint of rape,” she told the investigating officer. While opposition leader Devendra Fadnavis had taken a guarded stand, the entire BJP demanded Munde’s dismissal from the cabinet. The official said now that she has withdrawn her complaint, the probe will be wound up. “No offence was registered. We were probing her complaint. Now, with no complaint, the case stands closed automatically,” he said.||http://timesofindia.indiatimes.com//city/mumbai/woman-who-accused-min-of-rape-backtracks/articleshow/80393647.cms||Prafulla Marapakwar
January 22, 2021||Chennai||Natarajan arrives home on a ‘chariot’, sees his baby daughter for the 1st time||SALEM: T Natarajan lived a dream in Australia over the past three months and his homecoming on Thursday seemed an extension of it. His village in Salem — Chinnappampatti — had prepared well in advance for their favourite son who made his Test, ODI and T20 debuts in Australia and once the 29-year-old returned from Brisbane via Dubai and Bengaluru, it was like a carnival. The left-arm pacer was welcomed by giant billboards as scores of fans gathered from nearby villages to give him a royal welcome. Scores of fans had gathered from nearby villages to give him a royal welcome. “I am elated. I cannot express my happiness in words. I never expected this kind of reception. I thank my fans, friends, relatives and villagers,” Natarajan said, soaking in the adulation as ‘chenda melam’ beats and firecrackers added to the festive spirit. Natarajan, who drove down from Bengaluru, stopped his car on the outskirts of his village on seeing the crowd that had gathered. His father Thangaraj, mother T Shantha and sister Thilagavathi were among the first to receive him. “We were so used to the notion that great achievements only came from big cities. But here we are witnessing someone so great from our own neighbourhood,” said Devayani, a college student from Chinnappampatti. There was a horse-drawn chariot waiting for Natarajan and the ‘King of Chinnappampatti’ on his royal vehicle took about two hours to cover the two kilometres back home wading through the lanes of his village, brimming with excited fans. Natarajan has to return to Chennai by January 28 to prepare for Test series against England.“Why is there such a crowd?” an elderly woman asked. And when told that a cricket player has returned, she shot back: “Is it Natarajan?” It indicated how deep an impression the mild-mannered boy who first played cricket with a leather ball at the age of 19, has made on the minds of his people. Natarajan hadn’t met his two-month-old girl so far as he went straight to Australia from the United Arab Emirates following the IPL. “He would often make video calls to wife Pavithra and see the baby. He was waiting for this day when he would meet his daughter for the first time,” said a neighbour. The emotional moment of the father seeing his baby, though, was kept private. The villagers had also put up a pandal at the village entrance, which was removed on the instructions of health officials. Upon his arrival, the health officials also asked Natarajan to undergo home isolation for the next few days. Natarajan, though, has to return to Chennai by January 28 to prepare for the Test series against England from February 5.||http://timesofindia.indiatimes.com//city/chennai/salem-express-gets-a-royal-welcome/articleshow/80394763.cms||V Mayilvaganan
