October 6, 2020||Goa||Donachie looking forward to FC Goa’s Asian challenge||PANAJI: FC Goa defender James Donachie is ready to make his towering presence felt this season. The Australian centre-back is a perfect replacement for Senegalese Mourtada Fall, who followed former coach Sergio Lobera to Mumbai City FC. But more importantly, it is Donachie’s vast experience in the AFC Champions League that FC Goa stand to benefit. The 27-year-old has played in the Champions League for Melbourne Victory and Brisbane Roar. He now wants to leave a mark with FC Goa, who finished as league toppers last season and created history to become the first team from India to feature in Asia’s premier competition. “I like to play in that tournament (AFC Champions League) because you get to play against the best teams in Asia, especially from Japan and Korea. I’m really looking forward to try and do something in that tournament because it’s the first time an Indian team has qualified, so if we can go a long way it will be a big deal,” Donachie said during an online interaction arranged by the club on Monday. The former Australia U-23 player had never imagined playing in India, so soon in his career. He had left Melbourne Victory and signed a three-year deal with the Newcastle Jets, but was loaned to FC Goa after the Coronavirus pandemic prompted A-League clubs to reduce their budgets. He will be the fifth player to join Indian Super League (ISL) clubs from the A-League this season after Gary Hooper (Kerala Blasters), Brad Inman (ATK Mohun Bagan), Jacob Tratt (Odisha FC) and Joel Chianese (Hyderabad FC). Donachie has also played in South Korea for Jeonnan Dragons and has always wanted to play in Europe in the Premier League or the Championship. “It is still a dream of mine, but I don’t think going to Goa is something that will hurt my career. I can play lots of games that will benefit me. I’m hoping to get there with the team at least four to five weeks before the season starts to know the players,” said Donachie. FC Goa have already started their pre-season last week and are waiting for new coach Juan Ferrando and other new signings to arrive. Donachie is also waiting to fly and is mentally prepared to undergo his fourth quarantine in Goa after already going through the process in Australia on three separate occasions. The defender is aware of FC Goa’s attacking style of play and is comfortable with the ball at his feet. He will be a guiding force and will partner Ivan Gonzalez, a Real Madrid youth product. “In my last few years I have been an aggressive centre-back, but also someone who likes to coach on the field. Organising people I think it is a big thing because in the Asian Champions League sometimes you can’t always attack,” said Donachie.||http://timesofindia.indiatimes.com//city/goa/donachie-looking-forward-to-fc-goas-asian-challenge/articleshow/78503310.cms||FLAVIO LOPES
October 6, 2020||Aurangabad||Virus plays party pooper, keeps customers away in Aurangabad||Aurangabad: Restaurants and hotels in the city started full-fledged operations after a span of six months on Monday but did not have the desired number of customers despite following the standard operating procedures (SOPs) stipulated by the state government. President of Aurangabad district hotels and restaurants association Shivaji Patil was part of the seven-member delegation from across the state that recently made a representation to the chief minister setting forth demands like opening the restaurants, waiving licence fees and taxes to overcome the losses incurred by the hotel industry. “Since there is no deadline for restaurants in Aurangabad, we are forced to shut our operations by 7pm. This is in stark contrast to Pune where the deadline is 10pm and Mumbai where restaurants can stay open till midnight,” said Patil demanding that the deadline for hotels be extended in the city. He added that there were not many customers in restaurants on Monday as people still had the fear of Covid-19. The association’s secretary, Kishore Shetty, who runs a chain of restaurants, said that all the SOPs were being followed including observing social distancing norms. “Following these norms have automatically reduced the restaurant’s sitting strength by 50%” Other members of the association also demanded extension of timings for the hotels and restaurants citing that most of the families go out for dining post 8pm.||http://timesofindia.indiatimes.com//city/aurangabad/virus-plays-party-pooper-keeps-customers-away-in-aurangabad/articleshow/78502969.cms||Mohammed Akhef
October 6, 2020||Pune||Strategy to score well works for students with IIT hopes||Pune: At 17.5%, the results of the Joint Entrance Examination (JEE) Advanced announced on Monday was the lowest cut-off in five years. Experts said it would help students who have scored gain admission to the IITs. The previous lowest cut-off was 20% in 2016. Director of IITian's Prashikshan Kendra, Durgesh Mangeshkar, said up to AIR 4,000, cut-offs of JEE Advanced this year are actually higher than 2016.“Thereafter, the 2020 cut-offs are lower than those in 2016, and the gap gradually increases up to 2.66% in the cut-off score. So, we can conclude that the 2020 paper was tougher than 2016," he said.Students’ performance was higher perhaps due to the extra four months of preparation they got this year as compared to 2016, Mangeshkar added.In 2016, the results were the lowest cut-offs since 2006 when JEE Advanced became an objective pattern-based exam.Lalit Kumar of Prime Academy said they had advised their students to solve the paper in two rounds. “In the first round, they were advised to finish all the easy questions to secure a rank, that released their pressure and in the second round they went on to score in relatively difficult questions which helped them improve their ranks. This strategy worked for many students," Kumar added.According to Arun Jain, centre head of Allen Career Institute, this year nearly 1.25 lakh male candidates registered for JEE Advanced. Of these, 1.17 lakh appeared and 36,497 qualified. Similarly, 35,121 female students registered for JEE Advanced and 32,851 appeared. A total of 6,707 cleared the exam. As such a total of 43,204 students have qualified for about 15,000 seats in the IITs.In the general category, the student who got the last qualified rank in has scored 17.5% marks, that is 69 out of 392 marks.Jain said, "Whenever the paper has been of higher marks, the cut-off has decreased. This year, the cut-off for individual subjects and overall, was 5% and 17.5% respectively, one of the lowest.”||http://timesofindia.indiatimes.com//city/pune/strategy-to-score-well-works-for-students-with-iit-hopes/articleshow/78501486.cms||Swati Shinde Gole
October 6, 2020||Jaipur||Jodhpur resident docs drop decision to suspend work||Jodhpur: Resident doctors of Jodhpur shelved their decision of suspending work for two hours from Tuesday after the SN Medical College administration’s assurance of fulfillment of their major demands.Addressing the major concerns of the resident doctors on Monday, principal of the medical college G L Meena said quality and quantity of the PPE kits and N-95 masks for them has already been processed and other demands pertaining to some facilities at hostels would be responded to in a week.Resident doctors had submitted their demand charter to the medical college administration on September 30, which comprised changes in duty hours and days keeping in view the reduction in viral load caused by duty in hospitals and availability of adequate and qualitative PPE kits and N-95 masks, besides facilities at the hostels and arrangements for the infected doctors.President of the Resident Doctors’ Association Rajendra Fageria said the resident doctors have been serving amid constant threat of infection in the hospitals attending to positive cases, thereby increasing their viral loads."In such a situation, we need periodic intervals and breaks to reduce this viral load and regain physical strength for further duty in the wards," said Fageria, advocating eight hours duty and five days gap after seven days’ duty."Rest of their demands have been met with and they have dropped their decision to suspend work from Tuesday," Meena said.The concerns of the doctors were triggered by the spread of the Covid infection in the city and among themselves also.According to the figures provided by the association, 82 resident doctors, which constitute 20% of their total strength, have so far been tested positive while working in the field in Jodhpur.Fageria said this was 40 times the national average and many of them have tested positive twice, which has further frightened them. "We are fully aware of the situation and have been serving with devotion, but we need some protection and facilities so that we could serve better in this time of pandemic," Fageria added.||http://timesofindia.indiatimes.com//city/jaipur/jodhpur-resident-docs-drop-decision-to-suspend-work/articleshow/78501489.cms||---
October 6, 2020||Kolhapur||Solapur sees rise in recovery of patients||Kolhapur: Solapur district has witnessed a rise in recovery of coronavirus patients as compared to the number of fresh cases reported on Monday. The district reported recovery of as many as 407 patients on Monday as compared to 281 new cases registered on the same day. According to officials of the district administration, 45 new cases, including 27 men and 18 women, were traced out from the city as against 98 patients who were discharged from various facilities on Monday. Those discharged included 59 men and 39 women. In Solapur rural, 309 patients were discharged from various Covid care facilities. They included 186 men and 123 women. According to officials, the rural areas identified 236 fresh Covid-19 cases, of which, there were 152 men and 84 women. Meanwhile, the district, including city limits, reported 14 deaths. Of these, four were reported from the city. All four deceased were senior citizens, said officials. At present, the city has 782 active cases. The city had witnessed 491 casualties so far. As many as 7,432 patients from the city have been discharged after successful recovery.||http://timesofindia.indiatimes.com//city/kolhapur/solapur-sees-rise-in-recovery-of-patients/articleshow/78503698.cms||---
October 6, 2020||Hyderabad||Solipeta Sujatha finalised as TRS candidate||HYDERABAD: Chief minister K Chandrasekhar Rao has finalised Solipeta Sujatha as the TRS candidate to contest the bypoll to Dubbak assembly constituency. The bypoll is scheduled on November 3. Sujatha’s entry into the fray is expected to attract huge sympathy for the ruling TRS as Solipeta family is said to have a special bonding with the people of Dubbak constituency. Ramalinga Reddy had consecutively won the constituency in 2014 and 2018, with over 62,000 votes majority in December 2018. Sujatha is the wife of Solipeta Ramalinga Reddy, who was the sitting MLA from Dubbak. He died last month, necessitating the bypoll. BJP has already announced Raghunandan Rao as its candidate for Dubbak. The Congress said it will announce its candidate on Tuesday.||http://timesofindia.indiatimes.com//city/hyderabad/solipeta-sujatha-is-trs-candidate/articleshow/78501492.cms||Roushan Ali
October 6, 2020||Madurai||U-turn to be established near ROB Road in Nehru Nagar||Madurai: The Madurai city traffic police has initiated work to link Nehru Nagar road with the service road in Bypass Road by clearing juliflora in Nehru Nagar Junction. Once the link is established, motorists coming via Nehru Nagar can take a ‘U’ turn at an opening to be given in the centre median, around 100m away from the beginning of the Rail Overbridge (ROB) Road.“The linking work will be completed in a week or two. A signal will be introduced at the place where the vehicles join Bypass Road to manage congestion,” assistant commissioner of police, Tallakulam, G Mariappan said.At present, commuters from Nehru Nagar take a turn near the ROB, posing a threat to motorists travelling on the Bypass Road. After TOI had published a report highlighting the safety issues on September 15, a traffic constable has been posted there during peak hours.V Kalamegam, a social activist said the situation is much better as the traffic chaos is under control after the policeman was posted. “Efforts by the city police to prevent Nehru Nagar commuters from taking Bypass Road, close to the bridge is commendable. It is the best possible way to address the problem,” he said.Madurai MP Su Venkatesan, who inspected the junction on Saturday pledged his support to the locals to make the road safer.||http://timesofindia.indiatimes.com//city/madurai/u-turn-to-be-established-near-rob-road-in-nehru-nagar/articleshow/78502964.cms||V Devanathan
October 6, 2020||Rajkot||Jamnagar man booked for rape in Rajkot||RAJKOT: A Jamnager man was booked on Sunday night in Rajkot for allegedly raping a woman in Diu after promising to marry her. Police said Ketan Kasundra had allegedly taken the 24-year-old survivor, who is from Jasdan in Rajkot district, to Diu and raped her several times. According to the police, Kasundra befriended the survivor and, promising to marry her, raped her several times after taking her thrice to Diu on October 18, 2019, December 22, 2019 and January 21, 2020. “Whenever the survivor broached the topic of marriage, Kasundra would avoid her. When the survivor went to Kasundra’s home in Jamnagar, Kasundra told her that he could not marry her as she was from a different caste and that his parents were against the alliance,” said A G Ambasana, sub-inspector with Rajkot taluka police station.||http://timesofindia.indiatimes.com//city/rajkot/jamnagar-man-booked-for-rape/articleshow/78500415.cms||---
October 6, 2020||Jaipur||City people purchasing pets in high numbers to kill lockdown woes||Jaipur: There has been a sudden increase in the demand for pets in the city. Since the lockdown relaxations have been declared, people working from home are finding pets a good therapy to bring positivity into their lives.Hemant Singh, owner of Mister Dog pet shop said that he has been getting customers ever since the market opened. “Sitting at home, with no school for children, parents are purchasing pets for their wards to give them a sense of responsibility and some positivity in the monotonous life. Dogs are especially in demand as they play with children. Toy breeds are preferred for small families living in flats,” said Hemant.Talking to TOI, Manas Joshi, a resident who purchased a Maltese and a German Shepherd said that getting a dog was a break from the routine. “My child is six years old and he wanted a dog. With schools closed, we found it better to purchase a dog for the child with whom he can enjoy plyaig instead of being busy with online games,” said Joshi.According to different pet shop owners in the city there has been an increase of 50% business since July. The prices of pets have, however, gone up, because there has been a shortage of supply.Ankit Singh, owner of Indian Dog World shop said that during lockdown no one bred pets as they expected it would be difficult to sell them.“Breeders expected that the demands of pet will go down, but surprisingly it went up. Now, there are not enough puppies to sell but the demand is high. This has also increased the rates of dogs and other pets. A Labrador puppy which used to sell for Rs 10,000 now costs up to Rs 18,000. Similar situation is with other breeds where amount has doubled,” said Ankit.After dogs, cats have also become people’s favourite. Easier to maintain with good hygiene, people are inclined towards purchasing Persian cats.As the demand for pets has increased so has the demand for their accessories.Virendra Bhardhwaj, owner of Dog World Pet Bazaar said that with the new craze for pets, new products for pets are also in demand. “Different types of beds, snacks, toys and houses have arrived in the market. Due to high demand, many new shops have come up in Jaipur that are selling pet products. All other businesses are going down, but pet business is at its peak right now. I can sell 100 puppies in one day,” said Virendra.||http://timesofindia.indiatimes.com//city/jaipur/city-people-purchasing-pets-in-high-numbers-to-kill-lockdown-woes/articleshow/78501484.cms||---
October 6, 2020||Jaipur||20 doctors died of Covid in Rajasthan||JAIPUR: The Indian Medical Association has released a list of 20 doctors from the state who died of Covid-19. Experts claimed that the viral load was found more among the doctors than in other people due to continuous exposure to the virus in hospitals, so doctors require more precautions and safety measures against Covid. The doctors have died not only in Jaipur, but also in other parts of the state such as Bikaner, Jodhpur, Kota, Ajmer, Jhunjhunu, Dungarpur and Pali, IMA claimed. "The demise of doctors due to Covid is an irreparable loss to the society they had vast experience in medical sciences. They lost their lives while serving people," said Dr M N Thareja, president, IMA (Rajasthan). He said, "The mortality rate in doctors is higher than overall mortality. In India, the mortality rate is over 1.3%, but among doctors, it is 19%. It means that if 100 doctors were tested positive, 19 have died. It is happening because the doctors are continuously getting exposed to the virus and the virus load, when a doctor is infected, is quite high," said Thareja. The IMA appealed to the doctors to take proper care to ward off risk of getting infected with the virus. IMA stated that doctors need to take charge of the situation and ensure the safety of themselves, their families, their colleagues and staff. The IMA further said that operation theatres, labour rooms and laboratories require special care. ICUs and critical care units deserve close scrutiny for adherence to best practices and protocols.||http://timesofindia.indiatimes.com//city/jaipur/20-docs-died-of-covid-in-raj/articleshow/78501503.cms||---
October 6, 2020||Nashik||Nashik cops help farmers get back Rs 2 crore from traders||NASHIK: A special drive undertaken after instructions from inspector general of police (special) Pratap Dighavkar last month has helped Nashik rural police return over Rs 2 crore to the farmers who were cheated by various traders. Superintendent of police Sachin Patil on Monday said that they have registered 79 first information reports (FIRs) over the past four weeks against traders who have cheated farmers in North Maharashtra. “Thus, farmers who had almost lost hope of getting their money back from their traders have started receiving the dues,” he said. Last month after Dighavkar took charge as IG (Special) of Nashik range — comprising Nashik rural, Ahmednagar, Dhule, Jalgaon and Nandurbar of North Maharashtra — all SPs of the concerned district were instructed to register complaints against traders who have cheated farmers in North Maharashtra. Subsequently, a large number of applications started coming in at various police stations across the rural district. “Generally, traders come from different parts of the state and country to buy agricultural produce like grapes and onions in Nashik district right from the farm thereby preventing the hassle to the farmers from going to the markets for selling their products,” Patil said. However, in many cases, the traders do not make the payments to the farmers, leading to financial trouble for the farmers. Last year, police had received 24 complaint applications of cheating. But this year till September-end the police had received 545 applications. “The process of registering FIRs against the traders concerned is underway. So far, we have registered 79 FIRs. Many traders have assured to make the payment to the farmers immediately to avoid the police action,” Patil added.||http://timesofindia.indiatimes.com//city/nashik/cops-help-farmers-get-back-rs-2-cr-from-traders/articleshow/78503745.cms||Santosh Sonawane
October 6, 2020||Kolhapur||Kolhapurites make a beeline for iconic delicacies||Kolhapur: Most of the customers who thronged hotels on the first day of opening after six months were those craving for their favourite food. Most hotels serving iconic dishes such as misal, tambda-pandhra were packed with customers. A restaurant in Udyam Nagar known for its sumptuous ‘misal’ had customers waiting in the queue beyond the serving hours. A restaurant, which usually shuts around 2pm, was spotted open for an en extra hour to serve its patrons. However, this was not the case with most of the the other restaurants. Restaurant operators ensured only few items on the menu were prepared and served. Akshay Hukkeri, owner of Veluvan Hotel said, “The turnout of customers on the first day was not as much as we had expected it to be. We prepared only few items. Most of the customers were our regular customers and few were new.” Most restaurant owners faced shortage of staff. Either the staff have gone to their native place or have joined some other establishment for work. The restaurant owners and bar owners demanded to allow the option of dining till late to earn good revenue and make up for the losses incurred in the last six months. Most of the restaurants in the Old city area were deserted. Customers seemed satisfied with the safety measures undertaken by the restaurants to make the dining experience safe. “I observed the hotels were clean and sanitised. The staff wore masks and gloves. However the restaurant owners should ensure that customers are not kept waiting for a long time,” Ajit Shinde, an avid misal lover. The bars were spotted serving customers till late evening. Many of the bars, which previously opened in the evening, have now started operating since morning.||http://timesofindia.indiatimes.com//city/kolhapur/kolhapurites-make-a-beeline-for-iconic-delicacies/articleshow/78502983.cms||---
October 6, 2020||Madurai||Public protest as gang vandalizes more than 20 parked vehicles||Madurai: Thideer Nagar residents protested at Thiruparankundram Main Road near Periyar Bus Terminal on Monday morning urging the city police to arrest a gang, which entered into a rampage and damaged a large number of vehicles parked in front of their houses.The protest by the slum dwellers behind the TNSTC depot lasted for about 30 minutes which affected the traffic movement. The residents said that a gang of five youth under the influence of alcohol damaged at least six autorickshaws and 15 two-wheelers on Sunday night. An octogenarian woman, who took part in the protest said, “We saw the CCTV footages. Those involved in the rampage are from our locality. They should be arrested, and stringent possible action should be taken so that they do not repeat it.” Protestors said that the youths often vandalize properties to create panic among dwellers. Most of the people from the area are poor. It takes years of savings to buy a vehicle. But the anti-social elements are least bothered. Individuals are scared of raising the issue due to fear of being targeted by the suspects, they claimed.The protestors left the place only after the police assured to register a case and take appropriate action. A police officer said that a case has been registered and a few people have been picked up for an inquiry based on suspicion.||http://timesofindia.indiatimes.com//city/madurai/public-protest-as-gang-vandalizes-more-than-20-parked-vehicles/articleshow/78502998.cms||---
October 6, 2020||Jaipur||Doctors worried about impact of crackers in Covid treatment during Diwali||JAIPUR: Respiratory diseases specialists are worried about crackers that would be used during Diwali festival this year. A letter from the department of medicine, SMS Hospital, Jaipur, had gone viral on social media recently in which doctors wrote to the principal of medical college highlighting the possibility of the worst impact on lungs of people, especially those who have already suffered from Covid, chronic obstructive pulmonary diseases (COPD) and asthma. Sawai Man Singh Medical College had formed a board of four doctors of department of medicine to give their suggestions on use of crackers during Diwali and send it to the state government. TimesViewFestive season is round the corner but the pandemic has changed everything this year. Doctors are discouraging the use of crackers this Diwali as it may help the virus to spread rapidly by generating more aerosols in the environment. Also, lungs of those who have recovered from Covid are still in a compromised state and many have developed lung fibrosis. The crackers will add more polluting and harmful gases in the environment that may aggravate problems of such patients. If doctors are discouraging use of crackers, people should avoid using it as it may threaten lives of people having lung ailments.In the letter, the board of four doctors suggested that there should be a complete prohibition on the use of crackers. “The smoke emanating from burnt crackers may cause problems to patients suffering from COPD, asthma and also Covid patients,” the letter issued on September 30 said. “The four doctors had prepared the report and submitted it. Crackers generate aerosols, which may transmit Covid virus more rapidly. There is a risk of fast spread of Covid infection due to bursting of crackers,” said Dr Ajit Singh, additional superintendent, SMS Hospital. Even after recovery from Covid, some patients develop lung fibrosis and they feel difficulty in breathing. City’s pulmonologists are advising people to stay away from crackers for the sake of Covid patients. “In such a situation, the people should not use crackers. Bursting of crackers generate minute suspended particulate matter and these can carry the Covid virus with them. People should avoid crackers this year,” said Dr Virendra Singh, pulmonologist and president of a private hospital. Every year, post Diwali, the Rajasthan State Pollution Control Board issues a report of air and noise pollution. Post Diwali, the city reports significant increase in suspended particulate matter, following which hospitals report increasing number of patients coming for treatment of respiratory illness.||http://timesofindia.indiatimes.com//city/jaipur/doctors-worried-about-impact-of-crackers-in-covid-treatment-during-diwali/articleshow/78501500.cms||---
October 6, 2020||Hyderabad||Dubbak: Congress may announce candidate today, former MLA’s son in race||HYDERABAD: The suspense over finalisation of party candidate for the Dubbak constituency by Congress deepened on Monday with reports of local TRS leader Cheruku Srinivas Reddy evincing interest to contest the bypoll on a Congress ticket. Congress, which was expected to announce its candidate, held back its decision after Srinivas Reddy, son of former MLA Cheruku Mutyam Reddy, got in touch with local Congress leaders in Dubbak. Mutyam Reddy was originally in TDP in the undivided state and won Dubbak seat in 2009 on Congress ticket. He later joined TRS after Congress denied him ticket in 2018 assembly polls. Now, his son has got in touch with Congress for a ticket. TPCC president N Uttam Kumar Reddy said the party will announce its candidate on Tuesday. Besides Srinivas Reddy, Congress Siddipet district president T Narsa Reddy and local leader K Venkatnarsa Reddy, among others, are in the race. Meanwhile, Uttam appointed party senior leaders as in-charges of mandals. Also, committees to monitor election issues in Dubbak, NRIs, social media and control members’ panel were constituted to monitor the bypoll.||http://timesofindia.indiatimes.com//city/hyderabad/cong-may-announce-candidate-today-former-mlas-son-in-race/articleshow/78501522.cms||Roushan Ali
October 6, 2020||Pune||Five of carjackers’ gang arrested||Pune: A team of Hinjewadi police on Monday arrested a gang of five criminals on police records within a week of carjacking at gunpoint at Hinjewadi IT Park on September 28 night. Police recovered a country-made pistol, a cartridge, a gun-shaped lighter, a chopper and two motorcycles from suspects Aniket Borade (19), Anil Jadhav (20), Vishal Verma (20), Sharad More (22) and Akash Kokate (22), all from Talegaon Dabhade. A police team, led by assistant inspector Sagar Kate, made the arrests. On September 28, around 9pm, cab driver Yogesh Shinde of Kondhwa was waiting for his wife outside an IT company at Hinjewadi IT Park when three men threatened him and asked him to hand over money and car key. They then forced Shinde out of the cab and drove away. Kate said that with the help of CCTV footage and technical investigation, police came to know that the carjackers were from Talegaon Dabhade. Probe revealed that five people were involved in the crime. “We laid a trap and took Borade into custody on October 1. The remaining four were taken into custody after questioning,” Kate said.||http://timesofindia.indiatimes.com//city/pune/five-of-carjackers-gang-arrested/articleshow/78501496.cms||---
October 6, 2020||Delhi||Youth electrocuted in south Delhi; probe on||NEW DELHI: A 24-year-old man died of electrocution after he came in contact with an electricity pole in the Nizamuddin area on Sunday night. Police have registered a case to probe the incident. The deceased, Jubair, lived in Nizamuddin Basti and worked at a shop that sells car seat covers in Lajpat Nagar. According to police, a PCR call was received at the Hazrat Nizamuddin police station and the caller said that a man had died after getting electrocuted. A police team arrived at the spot and found out that the man had been rushed to AIIMS where he was declared dead. His body was sent for autopsy and family members were informed about the tragedy. An initial inquiry suggested that the man was talking on the phone when he touched he pole and got electrocuted. Deputy commissioner of police (southeast) RP Meena said they have registered a case under IPC Section 304A for causing death due to negligence against unknown persons. Meanwhile, a BSES spokesperson said, “The stretch and the pole in question are not maintained by BSES.” Jubair is survived by his three brothers, apart from blind mother and father who live in Amroha, Uttar Pradesh. He had come to Delhi to be able to support his family back in the village, his kin told the cops. Rehman, Jubair’s cousin who lived with him here, said that when Jubair was talking on the phone, he touched the pole and got electrocuted. “People who saw him collapse, separated him from the pole. He was taken to a hospital where doctors declared him dead. We then reported the matter to police,” he added. Rehman said that Jubair had got engaged 2-3 months ago and his marriage was scheduled this winter season.||http://timesofindia.indiatimes.com//city/delhi/youth-electrocuted-in-s-delhi-probe-on/articleshow/78501604.cms||---
October 6, 2020||India||Buzz of YSRC joining NDA as Jagan set to meet Modi||VIJAYAWADA: Andhra Pradesh chief minister YS Jaganmohan Reddy left for New Delhi on Monday evening, raising fresh speculations on the possibility of YSRC joining the BJP-led NDA government at the Centre. The chief minister is scheduled to meet PM Narendra Modi on Tuesday. Speculation has for sometime been rife in YSRC circles about Jagan having been offered one cabinet berth and two berths for junior minister. However, Jagan is believed to have stuck to his demand of getting special category status for Andhra Pradesh to join the NDA. The YSRC supremo had anchored his entire assembly election campaign in 2019 on this one demand. Both Jagan and Telangana chief minister K Chandrasekhar Rao will be attending the meeting of the Apex Council on river disputes in Delhi on Tuesday to resolve their fight over the sharing of the Krishna waters. KCR, however has decided to attend it via video conferencing from Hyderabad. For Jagan, on the other hand, this is his second visit to the national capital in a fortnight. He was in Delhi on September 23 and 24 during which he held two rounds of meetings with Union home minister Amit Shah. BJP, sources said, wants YSRC to join the NDA as the exits of Shiv Sena earlier this year and the Shiromani Akali Dal last month have brought down the NDA's strength in the Rajya Sabha to 113. UPA's strength remains at 60, while other parties have 70 members. Sources added that with 28 MPs - 22 in Lok Sabha and six in Rajya Sabha - YSRC could make BJP's life easier in Parliament. The party had voted for farm bills in the just-concluded session. Jagan's September meeting with Shah was ostensibly over Andhra Pradesh getting financial support from the Centre and fulfilling all promises made during unified Andhra Pradesh's bifurcation in 2014. But it was during this meeting that Shah is believed to have placed a formal request before Jagan to join the NDA. Watch Amid buzz of YSRC joining NDA Jaganmohan Reddy to meet Narendra Modi||http://timesofindia.indiatimes.com//india/buzz-of-ysrc-joining-nda-as-jagan-set-to-meet-modi/articleshow/78504364.cms||Gopi Dara
October 6, 2020||Madurai||Madurai dengue cases come down, but health dept on alert||MADURAI: A total of 214 dengue cases have been reported so far since January this year in Madurai as per data from the district health department. However, health officials assured that there is no reason to panic as only three cases have been reported since July. Dengue control measures are also being tightened anticipating a rise in cases during the monsoon season. “The steep rise in dengue cases in January was due to a spillover from the aftermath of monsoon in 2019. There were a couple of blocks, particularly bordering Virudhunagar district that saw an outbreak of cases. Last year, in October and November, cases were at its peak in Madurai,” said a health official. Out of the 214 dengue cases, 134 were reported in rural limits. The official said there was a drastic decline in cases and that in September, there have been only three dengue cases, which is minimal compared to last year. Notably, since April, hardly few cases have been reported. Dengue control measures are currently underway across the district, alongside Covid-19 prevention measures. As many as 1,086 domestic breeding checkers (DBCs) have been deployed for door-to-door surveillance. Madurai district deputy director of health services, Dr KV Arjun Kumar said that DBCs are carrying out surveillance for both Covid-19 and dengue. “So far, only a few sporadic cases have been reported. We have 305 DBCs for the 13 rural blocks, 141 for nine town panchayats, 90 for the three municipalities and 550 for the Madurai Corporation areas,” he said. Efforts are also on to remove probable mosquito breeding places, spraying of abate solution and sprinkling bleach powder. Fogging is also being done once in 15 days to cover all areas across the district. Health officials said that this year, preventive measures for Covid-19 is also helpful in containing viral disease and fevers from spreading. So far, not just dengue, fever cases are also on the decline, they added.||http://timesofindia.indiatimes.com//city/madurai/madurai-dengue-cases-come-down-but-health-dept-on-alert/articleshow/78503026.cms||Sukshma Ramakrishnan
October 6, 2020||Nashik||14 grape exporters’ licences suspended on Russia plaint||Nashik: The department of plant protection, quarantine and storage, which functions under the Union ministry of agriculture and farmers welfare, has suspended the licences of 14 grape exporters from Nashik district for providing inferior quality grapes to Russia. “Russia had complained about residue of pesticides detected in 41 grape containers sent by these exporters during the 2019 season, that is from December to April. Each grape container meant for export to Russia is filled with 16 tonne of grapes,” sources from the department of plant protection, quarantine and storage “We have suspended the licences of 14 exporters exporters and are investigating the issue,” said the sources, adding that they are planning a new channel of export to avoid the chances of such complaints in future. Office-bearers of Maharashtra Rajya Draksha Bagayatdar Sangh (MRDBS) — an association of grape growers — denied the presence of pesticide in the consignment that was exported to Russia. “We have already approached the National Research Centre (NRC) in this connection. We are expecting the issue to be resolved soon,” said Kailas Bhosle, a senior office-bearer of the association. Bhosle said that Russia has been insisting on a ‘pest-free area’ certificate for the past two years. Jagannath Khapre, president of Grape Exporters Association of India (GEAI), said, “The exporters are not at fault. They had sent the grapes to other non-European countries and there were no complaints. In fact, the consignment sent by these exporters to various countries, including Russia, were packaged in the same packaging facilities.”.Manik Patil, director of MRDBS, said the 41 grape containers were worth around Rs 6.5 crore. “The exporters had diverted four containers to other destinations while Russia had accepted the remaining 37 containers following fumigation of the fruit. The exporters are yet to receive their payment for 37 containers, which is estimated around Rs 5.9 crore,” he said. “The new grape season is expected to begin by December this year and the export will begin from the first half of January. We are expecting the issue with Russia is resolved by that time,” said Patil.Nashik district exported 1.09 lakh tonne of grapes during the 2019-20 season against the 1.44 lakh tonne exported in the previous season.Of the 1.09 lakh tonne, 80,433 tonnes grapes were exported to European countries like the Netherlands, Germany and the UK, while the remaining 29,454 tonnes were exported to countries like Russia, Malaysia and Dubai. The district had exported around 19,000 tonnes of grapes to Russia during the 2018-19 season.||http://timesofindia.indiatimes.com//city/nashik/14-grape-exporters-licences-suspended-on-russia-plaint/articleshow/78503032.cms||Tushar Pawar
